Fecha;Tipo Producto;Exportaciones Tm
2011-02;GLP;4969
2011-03;BIODIESEL;43267
2011-03;GASÓLEO A;139006
2011-03;GASÓLEO B;2140
2011-03;GASÓLEO C;137
2011-03;OTROS GASOLEOS;23744
2011-03;BIOETANOL;17657
2011-03;GASOLINA  AUTO. S/PB 95 I.O.;102264
2011-03;GASOLINA  AUTO. S/PB 98 I.O.;273
2011-03;OTRAS GASOLINAS;140872
2011-03;FUELÓLEO  BIA;16229
2011-03;OTROS FUELÓLEOS;230308
2011-03;QUEROSENO AVIACIÓN;1875
2011-03;OTROS QUEROSENOS;53
2011-03;GLP;3678
2011-04;BIODIESEL;17716
2011-04;GASÓLEO A;143304
2011-04;GASÓLEO B;1707
2011-04;GASÓLEO C;86
2011-04;OTROS GASOLEOS;62805
2011-04;BIOETANOL;10497
2011-04;GASOLINA  AUTO. S/PB 95 I.O.;115831
2011-04;GASOLINA  AUTO. S/PB 98 I.O.;211
2011-04;OTRAS GASOLINAS;124645
2011-04;FUELÓLEO  BIA;898
2011-04;OTROS FUELÓLEOS;267393
2011-04;QUEROSENO AVIACIÓN;38790
2011-04;OTROS QUEROSENOS;52
2011-04;GLP;2481
2011-05;BIODIESEL;27689
2011-05;GASÓLEO A;115334
2011-05;GASÓLEO B;563
2011-05;GASÓLEO C;55
2011-05;OTROS GASOLEOS;54999
2011-05;BIOETANOL;16787
2011-05;GASOLINA  AUTO. S/PB 95 I.O.;138107
2011-05;GASOLINA  AUTO. S/PB 98 I.O.;1128
2011-05;OTRAS GASOLINAS;91548
2011-05;FUELÓLEO  BIA;1081
2011-05;OTROS FUELÓLEOS;218360
2011-05;QUEROSENO AVIACIÓN;17098
2011-05;OTROS QUEROSENOS;130
2011-05;GLP;1706
2011-06;BIODIESEL;34914
2011-06;GASÓLEO A;205635
2011-06;GASÓLEO B;3492
2011-06;GASÓLEO C;54
2011-06;OTROS GASOLEOS;21040
2011-06;BIOETANOL;11212
2011-06;GASOLINA  AUTO. S/PB 95 I.O.;141708
2011-06;GASOLINA  AUTO. S/PB 98 I.O.;194
2011-06;OTRAS GASOLINAS;110184
2011-06;FUELÓLEO  BIA;16014
2011-06;OTROS FUELÓLEOS;130311
2011-06;QUEROSENO AVIACIÓN;41637
2011-06;OTROS QUEROSENOS;78
2011-06;GLP;1419
2011-07;BIODIESEL;17365
2011-07;GASÓLEO A;130742
2011-07;GASÓLEO B;4196
2011-07;GASÓLEO C;0
2011-07;OTROS GASOLEOS;11122
2011-07;BIOETANOL;6580
2011-07;GASOLINA  AUTO. S/PB 95 I.O.;110552
2011-07;GASOLINA  AUTO. S/PB 98 I.O.;1175
2011-07;OTRAS GASOLINAS;79851
2011-07;FUELÓLEO  BIA;651
2011-07;OTROS FUELÓLEOS;177109
2011-07;QUEROSENO AVIACIÓN;36055
2011-07;OTROS QUEROSENOS;211
2011-07;GLP;2604
2011-08;BIODIESEL;43309
2011-08;GASÓLEO A;134786
2011-08;GASÓLEO B;617
2011-08;GASÓLEO C;0
2011-08;OTROS GASOLEOS;77899
2011-08;BIOETANOL;12099
2011-08;GASOLINA  AUTO. S/PB 95 I.O.;100796
2011-08;GASOLINA  AUTO. S/PB 98 I.O.;363
2011-08;OTRAS GASOLINAS;122146
2011-08;FUELÓLEO  BIA;15569
2011-08;OTROS FUELÓLEOS;426889
2011-08;QUEROSENO AVIACIÓN;45824
2011-08;OTROS QUEROSENOS;79
2011-08;GLP;2284
2011-09;BIODIESEL;34750
2011-09;GASÓLEO A;120610
2011-09;GASÓLEO B;1361
2011-09;GASÓLEO C;82
2011-09;OTROS GASOLEOS;23557
2011-09;BIOETANOL;14224
2011-09;GASOLINA  AUTO. S/PB 95 I.O.;119319
2011-09;GASOLINA  AUTO. S/PB 98 I.O.;363
2011-09;OTRAS GASOLINAS;145209
2011-09;FUELÓLEO  BIA;889
2011-09;OTROS FUELÓLEOS;267069
2011-09;QUEROSENO AVIACIÓN;6812
2011-09;OTROS QUEROSENOS;52
2011-09;GLP;3109
2011-10;BIODIESEL;35141
2011-10;GASÓLEO A;140224
2011-10;GASÓLEO B;1578
2011-10;GASÓLEO C;5066
2011-10;OTROS GASOLEOS;102498
2011-10;BIOETANOL;6507
2011-10;GASOLINA  AUTO. S/PB 95 I.O.;102043
2011-10;GASOLINA  AUTO. S/PB 98 I.O.;1216
2011-10;OTRAS GASOLINAS;56027
2011-10;FUELÓLEO  BIA;1238
2011-10;OTROS FUELÓLEOS;137900
2011-10;QUEROSENO AVIACIÓN;81428
2011-10;OTROS QUEROSENOS;52
2011-10;GLP;2261
2011-11;BIODIESEL;37918
2011-11;GASÓLEO A;128609
2011-11;GASÓLEO B;936
2011-11;GASÓLEO C;5090
2011-11;OTROS GASOLEOS;45453
2011-11;BIOETANOL;5230
2011-11;GASOLINA  AUTO. S/PB 95 I.O.;117002
2011-11;GASOLINA  AUTO. S/PB 98 I.O.;274
2011-11;OTRAS GASOLINAS;73030
2011-11;FUELÓLEO  BIA;18043
2011-11;OTROS FUELÓLEOS;297628
2011-11;QUEROSENO AVIACIÓN;1436
2011-11;OTROS QUEROSENOS;26
2011-11;GLP;2284
2011-12;BIODIESEL;34738
2011-12;GASÓLEO A;211048
2011-12;GASÓLEO B;751
2011-12;GASÓLEO C;6191
2011-12;OTROS GASOLEOS;37945
2011-12;BIOETANOL;20800
2011-12;GASOLINA  AUTO. S/PB 95 I.O.;90115
2011-12;GASOLINA  AUTO. S/PB 98 I.O.;1132
2011-12;OTRAS GASOLINAS;59458
2011-12;FUELÓLEO  BIA;846
2011-12;OTROS FUELÓLEOS;129026
2011-12;QUEROSENO AVIACIÓN;31327
2011-12;OTROS QUEROSENOS;26
2011-12;GLP;3356
2012-01;BIODIESEL;29437
2012-01;GASÓLEO A;223433
2012-01;GASÓLEO B;1984
2012-01;GASÓLEO C;4535
2012-01;OTROS GASOLEOS;57039
2012-01;BIOETANOL;9064
2012-01;GASOLINA  AUTO. S/PB 95 I.O.;153297
2012-01;GASOLINA  AUTO. S/PB 98 I.O.;191
2012-01;OTRAS GASOLINAS;62839
2012-01;FUELÓLEO  BIA;1341
2012-01;OTROS FUELÓLEOS;186078
2012-01;QUEROSENO AVIACIÓN;4532
2012-01;OTROS QUEROSENOS;53
2012-01;GLP;4021
2012-02;BIODIESEL;52271
2012-02;GASÓLEO A;110558
2012-02;GASÓLEO B;4371
2012-02;GASÓLEO C;11700
2012-02;OTROS GASOLEOS;273617
2012-02;BIOETANOL;11237
2012-02;GASOLINA  AUTO. S/PB 95 I.O.;144888
2012-02;GASOLINA  AUTO. S/PB 98 I.O.;1257
2012-02;OTRAS GASOLINAS;11985
2012-02;FUELÓLEO  BIA;1243
2012-02;OTROS FUELÓLEOS;92521
2012-02;QUEROSENO AVIACIÓN;24585
2012-02;OTROS QUEROSENOS;26
2012-02;GLP;4736
2012-03;BIODIESEL;49037
2012-03;GASÓLEO A;275192
2012-03;GASÓLEO B;2706
2012-03;GASÓLEO C;36085
2012-03;OTROS GASOLEOS;4948
2012-03;BIOETANOL;0
2012-03;GASOLINA  AUTO. S/PB 95 I.O.;100987
2012-03;GASOLINA  AUTO. S/PB 98 I.O.;196
2012-03;OTRAS GASOLINAS;47977
2012-03;FUELÓLEO  BIA;1085
2012-03;OTROS FUELÓLEOS;62737
2012-03;QUEROSENO AVIACIÓN;34851
2012-03;OTROS QUEROSENOS;104
2012-03;GLP;2285
2012-04;BIODIESEL;53141
2012-04;GASÓLEO A;293721
2012-04;GASÓLEO B;1139
2012-04;GASÓLEO C;109
2012-04;OTROS GASOLEOS;63307
2012-04;BIOETANOL;7169
2012-04;GASOLINA  AUTO. S/PB 95 I.O.;107359
2012-04;GASOLINA  AUTO. S/PB 98 I.O.;1158
2012-04;OTRAS GASOLINAS;38291
2012-04;FUELÓLEO  BIA;1263
2012-04;OTROS FUELÓLEOS;93628
2012-04;QUEROSENO AVIACIÓN;22684
2012-04;OTROS QUEROSENOS;52
2012-04;GLP;2104
2012-05;BIODIESEL;47764
2012-05;GASÓLEO A;188929
2012-05;GASÓLEO B;1163
2012-05;GASÓLEO C;5063
2012-05;OTROS GASOLEOS;217990
2012-05;BIOETANOL;6104
2012-05;GASOLINA  AUTO. S/PB 95 I.O.;113591
2012-05;GASOLINA  AUTO. S/PB 98 I.O.;250
2012-05;OTRAS GASOLINAS;118667
2012-05;FUELÓLEO  BIA;1042
2012-05;OTROS FUELÓLEOS;31300
2012-05;QUEROSENO AVIACIÓN;40139
2012-05;OTROS QUEROSENOS;80
2012-05;GLP;2269
2012-06;BIODIESEL;37950
2012-06;GASÓLEO A;272489
2012-06;GASÓLEO B;589
2012-06;GASÓLEO C;57789
2012-06;OTROS GASOLEOS;65073
2012-06;BIOETANOL;10740
2012-06;GASOLINA  AUTO. S/PB 95 I.O.;107140
2012-06;GASOLINA  AUTO. S/PB 98 I.O.;1085
2012-06;OTRAS GASOLINAS;82022
2012-06;FUELÓLEO  BIA;1366
2012-06;OTROS FUELÓLEOS;94621
2012-06;QUEROSENO AVIACIÓN;63691
2012-06;OTROS QUEROSENOS;157
2012-06;GLP;2159
2012-07;BIODIESEL;48537
2012-07;GASÓLEO A;290946
2012-07;GASÓLEO B;11775
2012-07;GASÓLEO C;195830
2012-07;OTROS GASOLEOS;211939
2012-07;BIOETANOL;16848
2012-07;GASOLINA  AUTO. S/PB 95 I.O.;149296
2012-07;GASOLINA  AUTO. S/PB 98 I.O.;267
2012-07;OTRAS GASOLINAS;200030
2012-07;FUELÓLEO  BIA;1271
2012-07;OTROS FUELÓLEOS;148860
2012-07;QUEROSENO AVIACIÓN;3536
2012-07;OTROS QUEROSENOS;235
2012-07;GLP;3637
2012-08;BIODIESEL;35111
2012-08;GASÓLEO A;260256
2012-08;GASÓLEO B;1554
2012-08;GASÓLEO C;141261
2012-08;OTROS GASOLEOS;249497
2012-08;BIOETANOL;6100
2012-08;GASOLINA  AUTO. S/PB 95 I.O.;150496
2012-08;GASOLINA  AUTO. S/PB 98 I.O.;945
2012-08;OTRAS GASOLINAS;142759
2012-08;FUELÓLEO  BIA;743
2012-08;OTROS FUELÓLEOS;126848
2012-08;QUEROSENO AVIACIÓN;2762
2012-08;OTROS QUEROSENOS;4465
2012-08;GLP;5224
2012-09;BIODIESEL;34878
2012-09;GASÓLEO A;285990
2012-09;GASÓLEO B;1509
2012-09;GASÓLEO C;132475
2012-09;OTROS GASOLEOS;241620
2012-09;BIOETANOL;6747
2012-09;GASOLINA  AUTO. S/PB 95 I.O.;233682
2012-09;GASOLINA  AUTO. S/PB 98 I.O.;186
2012-09;OTRAS GASOLINAS;164470
2012-09;FUELÓLEO  BIA;863
2012-09;OTROS FUELÓLEOS;205252
2012-09;QUEROSENO AVIACIÓN;63146
2012-09;OTROS QUEROSENOS;52
2012-09;GLP;2183
2012-10;BIODIESEL;33320
2012-10;GASÓLEO A;341563
2012-10;GASÓLEO B;2077
2012-10;GASÓLEO C;71683
2012-10;OTROS GASOLEOS;433983
2012-10;BIOETANOL;13584
2012-10;GASOLINA  AUTO. S/PB 95 I.O.;159052
2012-10;GASOLINA  AUTO. S/PB 98 I.O.;1106
2012-10;OTRAS GASOLINAS;131557
2012-10;FUELÓLEO  BIA;1158
2012-10;OTROS FUELÓLEOS;145991
2012-10;QUEROSENO AVIACIÓN;16478
2012-10;OTROS QUEROSENOS;26
2012-10;GLP;4067
2012-11;BIODIESEL;42417
2012-11;GASÓLEO A;100105
2012-11;GASÓLEO B;1383
2012-11;GASÓLEO C;6276
2012-11;OTROS GASOLEOS;501107
2012-11;BIOETANOL;17733
2012-11;GASOLINA  AUTO. S/PB 95 I.O.;109847
2012-11;GASOLINA  AUTO. S/PB 98 I.O.;289
2012-11;OTRAS GASOLINAS;125901
2012-11;FUELÓLEO  BIA;1151
2012-11;OTROS FUELÓLEOS;120926
2012-11;QUEROSENO AVIACIÓN;8426
2012-11;OTROS QUEROSENOS;26
2012-11;GLP;3662
2012-12;BIODIESEL;46877
2012-12;GASÓLEO A;183534
2012-12;GASÓLEO B;1697
2012-12;GASÓLEO C;5660
2012-12;OTROS GASOLEOS;461696
2012-12;BIOETANOL;15156
2012-12;GASOLINA  AUTO. S/PB 95 I.O.;263816
2012-12;GASOLINA  AUTO. S/PB 98 I.O.;1049
2012-12;OTRAS GASOLINAS;102540
2012-12;FUELÓLEO  BIA;581
2012-12;OTROS FUELÓLEOS;206425
2012-12;QUEROSENO AVIACIÓN;15457
2012-12;OTROS QUEROSENOS;26
2012-12;GLP;3234
2013-01;BIODIESEL;32214
2013-01;GASÓLEO A;78063
2013-01;GASÓLEO B;1617
2013-01;GASÓLEO C;5696
2013-01;OTROS GASOLEOS;194853
2013-01;BIOETANOL;14227
2013-01;GASOLINA  AUTO. S/PB 95 I.O.;200977
2013-01;GASOLINA  AUTO. S/PB 98 I.O.;161
2013-01;OTRAS GASOLINAS;49636
2013-01;FUELÓLEO  BIA;2392
2013-01;OTROS FUELÓLEOS;314355
2013-01;QUEROSENO AVIACIÓN;15283
2013-01;OTROS QUEROSENOS;0
2013-01;GLP;5907
2013-02;BIODIESEL;55124
2013-02;GASÓLEO A;63875
2013-02;GASÓLEO B;1729
2013-02;GASÓLEO C;5757
2013-02;OTROS GASOLEOS;192189
2013-02;BIOETANOL;4604
2013-02;GASOLINA  AUTO. S/PB 95 I.O.;46572
2013-02;GASOLINA  AUTO. S/PB 98 I.O.;102
2013-02;OTRAS GASOLINAS;126673
2013-02;FUELÓLEO  BIA;2323
2013-02;OTROS FUELÓLEOS;283609
2013-02;QUEROSENO AVIACIÓN;40884
2013-02;OTROS QUEROSENOS;26
2013-02;GLP;5104
2013-03;BIODIESEL;58885
2013-03;GASÓLEO A;238547
2013-03;GASÓLEO B;31535
2013-03;GASÓLEO C;173
2013-03;OTROS GASOLEOS;306467
2013-03;BIOETANOL;6110
2013-03;GASOLINA  AUTO. S/PB 95 I.O.;191595
2013-03;GASOLINA  AUTO. S/PB 98 I.O.;546
2013-03;OTRAS GASOLINAS;83902
2013-03;FUELÓLEO  BIA;2202
2013-03;OTROS FUELÓLEOS;319753
2013-03;QUEROSENO AVIACIÓN;69934
2013-03;OTROS QUEROSENOS;53
2013-03;GLP;3124
2013-04;BIODIESEL;50403
2013-04;GASÓLEO A;233656
2013-04;GASÓLEO B;34655
2013-04;GASÓLEO C;6135
2013-04;OTROS GASOLEOS;201616
2013-04;BIOETANOL;6105
2013-04;GASOLINA  AUTO. S/PB 95 I.O.;145876
2013-04;GASOLINA  AUTO. S/PB 98 I.O.;169
2013-04;OTRAS GASOLINAS;158472
2013-04;FUELÓLEO  BIA;2203
2013-04;OTROS FUELÓLEOS;229652
2013-04;QUEROSENO AVIACIÓN;28332
2013-04;OTROS QUEROSENOS;79
2013-04;GLP;3691
2013-05;BIODIESEL;69984
2013-05;GASÓLEO A;246604
2013-05;GASÓLEO B;1283
2013-05;GASÓLEO C;109
2013-05;OTROS GASOLEOS;359883
2013-05;BIOETANOL;10223
2013-05;GASOLINA  AUTO. S/PB 95 I.O.;93412
2013-05;GASOLINA  AUTO. S/PB 98 I.O.;1051
2013-05;OTRAS GASOLINAS;252858
2013-05;FUELÓLEO  BIA;28777
2013-05;OTROS FUELÓLEOS;431319
2013-05;QUEROSENO AVIACIÓN;57398
2013-05;OTROS QUEROSENOS;157
2013-05;GLP;7254
2013-06;BIODIESEL;71744
2013-06;GASÓLEO A;199580
2013-06;GASÓLEO B;42120
2013-06;GASÓLEO C;26
2013-06;OTROS GASOLEOS;422164
2013-06;BIOETANOL;9949
2013-06;GASOLINA  AUTO. S/PB 95 I.O.;142046
2013-06;GASOLINA  AUTO. S/PB 98 I.O.;247
2013-06;OTRAS GASOLINAS;243838
2013-06;FUELÓLEO  BIA;1397
2013-06;OTROS FUELÓLEOS;209573
2013-06;QUEROSENO AVIACIÓN;65300
2013-06;OTROS QUEROSENOS;131
2013-06;GLP;9029
2013-07;BIODIESEL;66160
2013-07;GASÓLEO A;188907
2013-07;GASÓLEO B;276
2013-07;GASÓLEO C;5541
2013-07;OTROS GASOLEOS;151967
2013-07;BIOETANOL;24893
2013-07;GASOLINA  AUTO. S/PB 95 I.O.;153784
2013-07;GASOLINA  AUTO. S/PB 98 I.O.;1096
2013-07;OTRAS GASOLINAS;128771
2013-07;FUELÓLEO  BIA;1072
2013-07;OTROS FUELÓLEOS;323030
2013-07;QUEROSENO AVIACIÓN;29720
2013-07;OTROS QUEROSENOS;236
2013-07;GLP;10323
2013-08;BIODIESEL;59751
2013-08;GASÓLEO A;159269
2013-08;GASÓLEO B;458
2013-08;GASÓLEO C;11
2013-08;OTROS GASOLEOS;262540
2013-08;BIOETANOL;22056
2013-08;GASOLINA  AUTO. S/PB 95 I.O.;106659
2013-08;GASOLINA  AUTO. S/PB 98 I.O.;230
2013-08;OTRAS GASOLINAS;148017
2013-08;FUELÓLEO  BIA;116776
2013-08;OTROS FUELÓLEOS;346174
2013-08;QUEROSENO AVIACIÓN;3564
2013-08;OTROS QUEROSENOS;106
2013-08;GLP;8343
2013-09;BIODIESEL;61876
2013-09;GASÓLEO A;108844
2013-09;GASÓLEO B;487
2013-09;GASÓLEO C;38054
2013-09;OTROS GASOLEOS;220874
2013-09;BIOETANOL;11331
2013-09;GASOLINA  AUTO. S/PB 95 I.O.;138431
2013-09;GASOLINA  AUTO. S/PB 98 I.O.;158
2013-09;OTRAS GASOLINAS;146509
2013-09;FUELÓLEO  BIA;1694
2013-09;OTROS FUELÓLEOS;306990
2013-09;QUEROSENO AVIACIÓN;69078
2013-09;OTROS QUEROSENOS;79
2013-09;GLP;8911
2013-10;BIODIESEL;33883
2013-10;GASÓLEO A;145449
2013-10;GASÓLEO B;1139
2013-10;GASÓLEO C;33534
2013-10;OTROS GASOLEOS;259206
2013-10;BIOETANOL;4760
2013-10;GASOLINA  AUTO. S/PB 95 I.O.;126663
2013-10;GASOLINA  AUTO. S/PB 98 I.O.;1066
2013-10;OTRAS GASOLINAS;107796
2013-10;FUELÓLEO  BIA;34001
2013-10;OTROS FUELÓLEOS;226292
2013-10;QUEROSENO AVIACIÓN;45115
2013-10;OTROS QUEROSENOS;26
2013-10;GLP;10197
2013-11;BIODIESEL;45410
2013-11;GASÓLEO A;98587
2013-11;GASÓLEO B;24541
2013-11;GASÓLEO C;12723
2013-11;OTROS GASOLEOS;290562
2013-11;BIOETANOL;20360
2013-11;GASOLINA  AUTO. S/PB 95 I.O.;160777
2013-11;GASOLINA  AUTO. S/PB 98 I.O.;124
2013-11;OTRAS GASOLINAS;89865
2013-11;FUELÓLEO  BIA;61238
2013-11;OTROS FUELÓLEOS;293310
2013-11;QUEROSENO AVIACIÓN;19489
2013-11;OTROS QUEROSENOS;26
2013-11;GLP;6021
2013-12;BIODIESEL;33213
2013-12;GASÓLEO A;50070
2013-12;GASÓLEO B;2176
2013-12;GASÓLEO C;8209
2013-12;OTROS GASOLEOS;144129
2013-12;BIOETANOL;22889
2013-12;GASOLINA  AUTO. S/PB 95 I.O.;137432
2013-12;GASOLINA  AUTO. S/PB 98 I.O.;145
2013-12;OTRAS GASOLINAS;107700
2013-12;FUELÓLEO  BIA;46835
2013-12;OTROS FUELÓLEOS;226003
2013-12;QUEROSENO AVIACIÓN;21670
2013-12;OTROS QUEROSENOS;26
2013-12;GLP;5648
2014-01;BIODIESEL;52437
2014-01;GASÓLEO A;85764
2014-01;GASÓLEO B;1857
2014-01;GASÓLEO C;47533
2014-01;OTROS GASOLEOS;146758
2014-01;BIOETANOL;11359
2014-01;GASOLINA  AUTO. S/PB 95 I.O.;154899
2014-01;GASOLINA  AUTO. S/PB 98 I.O.;230
2014-01;OTRAS GASOLINAS;72166
2014-01;FUELÓLEO  BIA;79696
2014-01;OTROS FUELÓLEOS;234172
2014-01;QUEROSENO AVIACIÓN;37368
2014-01;OTROS QUEROSENOS;26
2014-01;GLP;6395
2014-02;BIODIESEL;109694
2014-02;GASÓLEO A;134359
2014-02;GASÓLEO B;33967
2014-02;GASÓLEO C;8384
2014-02;OTROS GASOLEOS;100985
2014-02;BIOETANOL;17618
2014-02;GASOLINA  AUTO. S/PB 95 I.O.;132937
2014-02;GASOLINA  AUTO. S/PB 98 I.O.;719
2014-02;OTRAS GASOLINAS;116724
2014-02;FUELÓLEO  BIA;21336
2014-02;OTROS FUELÓLEOS;224826
2014-02;QUEROSENO AVIACIÓN;47521
2014-02;OTROS QUEROSENOS;0
2014-02;GLP;5900
2014-03;BIODIESEL;115726
2014-03;GASÓLEO A;162217
2014-03;GASÓLEO B;43098
2014-03;GASÓLEO C;6660
2014-03;OTROS GASOLEOS;97208
2014-03;BIOETANOL;8767
2014-03;GASOLINA  AUTO. S/PB 95 I.O.;75563
2014-03;GASOLINA  AUTO. S/PB 98 I.O.;225
2014-03;OTRAS GASOLINAS;153176
2014-03;FUELÓLEO  BIA;68053
2014-03;OTROS FUELÓLEOS;377689
2014-03;QUEROSENO AVIACIÓN;62551
2014-03;OTROS QUEROSENOS;106
2014-03;GLP;6403
2014-04;BIODIESEL;98873
2014-04;GASÓLEO A;200193
2014-04;GASÓLEO B;22880
2014-04;GASÓLEO C;6106
2014-04;OTROS GASOLEOS;108518
2014-04;BIOETANOL;16087
2014-04;GASOLINA  AUTO. S/PB 95 I.O.;211219
2014-04;GASOLINA  AUTO. S/PB 98 I.O.;423
2014-04;OTRAS GASOLINAS;148752
2014-04;FUELÓLEO  BIA;7831
2014-04;OTROS FUELÓLEOS;359034
2014-04;QUEROSENO AVIACIÓN;53573
2014-04;OTROS QUEROSENOS;79
2014-04;GLP;6100
2014-05;BIODIESEL;109715
2014-05;GASÓLEO A;164777
2014-05;GASÓLEO B;34640
2014-05;GASÓLEO C;33012
2014-05;OTROS GASOLEOS;219373
2014-05;BIOETANOL;12459
2014-05;GASOLINA  AUTO. S/PB 95 I.O.;122326
2014-05;GASOLINA  AUTO. S/PB 98 I.O.;1118
2014-05;OTRAS GASOLINAS;265130
2014-05;FUELÓLEO  BIA;41797
2014-05;OTROS FUELÓLEOS;417932
2014-05;QUEROSENO AVIACIÓN;19202
2014-05;OTROS QUEROSENOS;185
2014-05;GLP;8174
2014-06;BIODIESEL;96747
2014-06;GASÓLEO A;199432
2014-06;GASÓLEO B;14180
2014-06;GASÓLEO C;95869
2014-06;OTROS GASOLEOS;313990
2014-06;BIOETANOL;16155
2014-06;GASOLINA  AUTO. S/PB 95 I.O.;139899
2014-06;GASOLINA  AUTO. S/PB 98 I.O.;385
2014-06;OTRAS GASOLINAS;151233
2014-06;FUELÓLEO  BIA;39405
2014-06;OTROS FUELÓLEOS;237326
2014-06;QUEROSENO AVIACIÓN;31857
2014-06;OTROS QUEROSENOS;107
2014-06;GLP;8882
2014-07;BIODIESEL;178598
2014-07;GASÓLEO A;209647
2014-07;GASÓLEO B;20754
2014-07;GASÓLEO C;66627
2014-07;OTROS GASOLEOS;272059
2014-07;BIOETANOL;15933
2014-07;GASOLINA  AUTO. S/PB 95 I.O.;138577
2014-07;GASOLINA  AUTO. S/PB 98 I.O.;11169
2014-07;OTRAS GASOLINAS;131877
2014-07;FUELÓLEO  BIA;66261
2014-07;OTROS FUELÓLEOS;272796
2014-07;QUEROSENO AVIACIÓN;57159
2014-07;OTROS QUEROSENOS;80
2014-07;GLP;10511
2014-08;BIODIESEL;100202
2014-08;GASÓLEO A;97587
2014-08;GASÓLEO B;20479
2014-08;GASÓLEO C;90494
2014-08;OTROS GASOLEOS;390351
2014-08;BIOETANOL;11255
2014-08;GASOLINA  AUTO. S/PB 95 I.O.;111943
2014-08;GASOLINA  AUTO. S/PB 98 I.O.;5395
2014-08;OTRAS GASOLINAS;143844
2014-08;FUELÓLEO  BIA;54463
2014-08;OTROS FUELÓLEOS;116469
2014-08;QUEROSENO AVIACIÓN;3958
2014-08;OTROS QUEROSENOS;79
2014-08;GLP;9159
2014-09;BIODIESEL;101580
2014-09;GASÓLEO A;117199
2014-09;GASÓLEO B;23855
2014-09;GASÓLEO C;70858
2014-09;OTROS GASOLEOS;304687
2014-09;BIOETANOL;12418
2014-09;GASOLINA  AUTO. S/PB 95 I.O.;112990
2014-09;GASOLINA  AUTO. S/PB 98 I.O.;169
2014-09;OTRAS GASOLINAS;147419
2014-09;FUELÓLEO  BIA;112116
2014-09;OTROS FUELÓLEOS;94569
2014-09;QUEROSENO AVIACIÓN;15149
2014-09;OTROS QUEROSENOS;27
2014-09;GLP;9460
2014-10;BIODIESEL;60624
2014-10;GASÓLEO A;50759
2014-10;GASÓLEO B;14791
2014-10;GASÓLEO C;42157
2014-10;OTROS GASOLEOS;246906
2014-10;BIOETANOL;12909
2014-10;GASOLINA  AUTO. S/PB 95 I.O.;112855
2014-10;GASOLINA  AUTO. S/PB 98 I.O.;1222
2014-10;OTRAS GASOLINAS;173214
2014-10;FUELÓLEO  BIA;67393
2014-10;OTROS FUELÓLEOS;139805
2014-10;QUEROSENO AVIACIÓN;2187
2014-10;OTROS QUEROSENOS;27
2014-10;GLP;9301
2014-11;BIODIESEL;182948
2014-11;GASÓLEO A;55331
2014-11;GASÓLEO B;14887
2014-11;GASÓLEO C;40638
2014-11;OTROS GASOLEOS;317551
2014-11;BIOETANOL;6701
2014-11;GASOLINA  AUTO. S/PB 95 I.O.;143005
2014-11;GASOLINA  AUTO. S/PB 98 I.O.;196
2014-11;OTRAS GASOLINAS;123226
2014-11;FUELÓLEO  BIA;132488
2014-11;OTROS FUELÓLEOS;116729
2014-11;QUEROSENO AVIACIÓN;31141
2014-11;OTROS QUEROSENOS;27
2014-11;GLP;4811
2014-12;BIODIESEL;106519
2014-12;GASÓLEO A;72209
2014-12;GASÓLEO B;10774
2014-12;GASÓLEO C;73707
2014-12;OTROS GASOLEOS;310131
2014-12;BIOETANOL;15594
2014-12;GASOLINA  AUTO. S/PB 95 I.O.;148205
2014-12;GASOLINA  AUTO. S/PB 98 I.O.;272
2014-12;OTRAS GASOLINAS;227999
2014-12;FUELÓLEO  BIA;94196
2014-12;OTROS FUELÓLEOS;175943
2014-12;QUEROSENO AVIACIÓN;29772
2014-12;OTROS QUEROSENOS;0
2014-12;GLP;5074
2015-01;BIODIESEL;97145
2015-01;GASÓLEO A;74317
2015-01;GASÓLEO B;36208
2015-01;GASÓLEO C;12852
2015-01;OTROS GASOLEOS;181243
2015-01;BIOETANOL;4469
2015-01;GASOLINA  AUTO. S/PB 95 I.O.;166322
2015-01;GASOLINA  AUTO. S/PB 98 I.O.;819
2015-01;OTRAS GASOLINAS;194524
2015-01;FUELÓLEO  BIA;129099
2015-01;OTROS FUELÓLEOS;104140
2015-01;QUEROSENO AVIACIÓN;13642
2015-01;OTROS QUEROSENOS;0
2015-01;GLP;6242
2015-02;BIODIESEL;52523
2015-02;GASÓLEO A;126044
2015-02;GASÓLEO B;1681
2015-02;GASÓLEO C;12513
2015-02;OTROS GASOLEOS;157232
2015-02;BIOETANOL;17430
2015-02;GASOLINA  AUTO. S/PB 95 I.O.;83634
2015-02;GASOLINA  AUTO. S/PB 98 I.O.;234
2015-02;OTRAS GASOLINAS;186988
2015-02;FUELÓLEO  BIA;65928
2015-02;OTROS FUELÓLEOS;75258
2015-02;QUEROSENO AVIACIÓN;65261
2015-02;OTROS QUEROSENOS;53
2015-02;GLP;7950
2015-03;BIODIESEL;128583
2015-03;GASÓLEO A;117684
2015-03;GASÓLEO B;1133
2015-03;GASÓLEO C;10499
2015-03;OTROS GASOLEOS;237734
2015-03;BIOETANOL;15589
2015-03;GASOLINA  AUTO. S/PB 95 I.O.;107429
2015-03;GASOLINA  AUTO. S/PB 98 I.O.;276
2015-03;OTRAS GASOLINAS;216120
2015-03;FUELÓLEO  BIA;66356
2015-03;OTROS FUELÓLEOS;44053
